Entity,Code,Day,total_vaccinations
Bureau of Prisons,,2021-01-28,28514
Bureau of Prisons,,2021-01-29,29754
Bureau of Prisons,,2021-01-30,30945
Bureau of Prisons,,2021-01-31,31285
Bureau of Prisons,,2021-02-01,31285
Bureau of Prisons,,2021-02-02,32349
Bureau of Prisons,,2021-02-03,34255
Bureau of Prisons,,2021-02-04,36195
Bureau of Prisons,,2021-02-05,38164
Bureau of Prisons,,2021-02-06,39616
Bureau of Prisons,,2021-02-07,40333
Bureau of Prisons,,2021-02-08,40333
Bureau of Prisons,,2021-02-09,41040
Bureau of Prisons,,2021-02-10,42751
Bureau of Prisons,,2021-02-11,44177
Bureau of Prisons,,2021-02-12,45617
Bureau of Prisons,,2021-02-13,46926
Bureau of Prisons,,2021-02-14,47564
Bureau of Prisons,,2021-02-16,48090
Bureau of Prisons,,2021-02-17,48614
Bureau of Prisons,,2021-02-18,49050
Bureau of Prisons,,2021-02-19,49913
Bureau of Prisons,,2021-02-20,51072
Bureau of Prisons,,2021-02-21,52266
Bureau of Prisons,,2021-02-22,52347
Bureau of Prisons,,2021-02-23,52743
Bureau of Prisons,,2021-02-24,53728
Bureau of Prisons,,2021-02-25,55100
Bureau of Prisons,,2021-02-26,57396
Bureau of Prisons,,2021-02-27,59234
Bureau of Prisons,,2021-02-28,60283
Bureau of Prisons,,2021-03-01,60283
Bureau of Prisons,,2021-03-02,61002
Bureau of Prisons,,2021-03-03,62745
Bureau of Prisons,,2021-03-04,66375
Bureau of Prisons,,2021-03-05,70129
Bureau of Prisons,,2021-03-06,71759
Bureau of Prisons,,2021-03-07,72174
Bureau of Prisons,,2021-03-08,72174
Bureau of Prisons,,2021-03-09,72539
Bureau of Prisons,,2021-03-10,73254
Bureau of Prisons,,2021-03-11,76224
Bureau of Prisons,,2021-03-12,78795
Bureau of Prisons,,2021-03-13,80683
Bureau of Prisons,,2021-03-14,80683
Bureau of Prisons,,2021-03-15,80683
Bureau of Prisons,,2021-03-16,81035
Bureau of Prisons,,2021-03-17,81950
Bureau of Prisons,,2021-03-18,84200
Bureau of Prisons,,2021-03-19,86342
Bureau of Prisons,,2021-03-20,88006
Bureau of Prisons,,2021-03-21,88862
Bureau of Prisons,,2021-03-22,89052
Bureau of Prisons,,2021-03-23,89232
Bureau of Prisons,,2021-03-24,90341
Bureau of Prisons,,2021-03-25,95200
Bureau of Prisons,,2021-03-26,98916
Bureau of Prisons,,2021-03-27,101156
Bureau of Prisons,,2021-03-28,101784
Bureau of Prisons,,2021-03-29,101786
Bureau of Prisons,,2021-03-30,101891
Bureau of Prisons,,2021-03-31,102091
Bureau of Prisons,,2021-04-01,107497
Bureau of Prisons,,2021-04-02,110979
Bureau of Prisons,,2021-04-03,111766
Bureau of Prisons,,2021-04-04,112202
Bureau of Prisons,,2021-04-05,112202
Bureau of Prisons,,2021-04-06,112317
Bureau of Prisons,,2021-04-07,113400
Bureau of Prisons,,2021-04-08,119665
Bureau of Prisons,,2021-04-09,123092
Bureau of Prisons,,2021-04-10,125929
Bureau of Prisons,,2021-04-11,126905
Bureau of Prisons,,2021-04-12,126933
Bureau of Prisons,,2021-04-13,127070
Bureau of Prisons,,2021-04-14,128487
Bureau of Prisons,,2021-04-15,128630
Bureau of Prisons,,2021-04-16,131681
Bureau of Prisons,,2021-04-17,132981
Bureau of Prisons,,2021-04-18,133323
Bureau of Prisons,,2021-04-19,133323
Bureau of Prisons,,2021-04-20,133391
Bureau of Prisons,,2021-04-21,134268
Bureau of Prisons,,2021-04-22,137525
Bureau of Prisons,,2021-04-23,139857
Bureau of Prisons,,2021-04-24,141939
Bureau of Prisons,,2021-04-25,142526
Bureau of Prisons,,2021-04-26,142526
Bureau of Prisons,,2021-04-27,142546
Bureau of Prisons,,2021-04-28,143515
Bureau of Prisons,,2021-04-29,148122
Bureau of Prisons,,2021-04-30,151186
Bureau of Prisons,,2021-05-01,153586
Bureau of Prisons,,2021-05-02,154081
Bureau of Prisons,,2021-05-03,154081
Bureau of Prisons,,2021-05-04,154102
Bureau of Prisons,,2021-05-05,154951
Bureau of Prisons,,2021-05-06,158313
Bureau of Prisons,,2021-05-07,161200
Bureau of Prisons,,2021-05-08,161237
Bureau of Prisons,,2021-05-09,163752
Bureau of Prisons,,2021-05-10,163752
Bureau of Prisons,,2021-05-11,163788
Bureau of Prisons,,2021-05-12,164243
Bureau of Prisons,,2021-05-13,166164
Bureau of Prisons,,2021-05-14,166200
Bureau of Prisons,,2021-05-15,170386
Bureau of Prisons,,2021-05-16,171037
Bureau of Prisons,,2021-05-17,171038
Bureau of Prisons,,2021-05-18,171089
Bureau of Prisons,,2021-05-19,172022
Bureau of Prisons,,2021-05-20,173734
Bureau of Prisons,,2021-05-21,175769
Bureau of Prisons,,2021-05-22,176502
Bureau of Prisons,,2021-05-23,176502
Bureau of Prisons,,2021-05-24,176895
Bureau of Prisons,,2021-05-25,176909
Bureau of Prisons,,2021-05-26,177423
Bureau of Prisons,,2021-05-27,179455
Bureau of Prisons,,2021-05-28,180981
Bureau of Prisons,,2021-05-29,182278
Bureau of Prisons,,2021-05-30,182278
Bureau of Prisons,,2021-06-01,182690
Bureau of Prisons,,2021-06-02,182706
Bureau of Prisons,,2021-06-03,183010
Bureau of Prisons,,2021-06-04,183751
Bureau of Prisons,,2021-06-05,185203
Bureau of Prisons,,2021-06-06,185205
Bureau of Prisons,,2021-06-07,185205
Bureau of Prisons,,2021-06-08,185605
Bureau of Prisons,,2021-06-09,185989
Bureau of Prisons,,2021-06-10,186002
Bureau of Prisons,,2021-06-11,186747
Bureau of Prisons,,2021-06-12,187920
Bureau of Prisons,,2021-06-13,189499
Bureau of Prisons,,2021-06-14,189499
Bureau of Prisons,,2021-06-15,190058
Bureau of Prisons,,2021-06-16,190368
Bureau of Prisons,,2021-06-17,190886
Bureau of Prisons,,2021-06-18,191933
Bureau of Prisons,,2021-06-19,192592
Bureau of Prisons,,2021-06-20,192592
Bureau of Prisons,,2021-06-21,192592
Bureau of Prisons,,2021-06-22,192653
California,,2021-01-12,816301
California,,2021-01-13,891489
California,,2021-01-14,975293
California,,2021-01-15,1072959
California,,2021-01-19,1460430
California,,2021-01-20,1532329
California,,2021-01-21,1633875
California,,2021-01-22,1803679
California,,2021-01-23,2008220
California,,2021-01-24,2199908
California,,2021-01-25,2330633
California,,2021-01-26,2446577
California,,2021-01-27,2579666
California,,2021-01-28,2746876
California,,2021-01-29,2910562
California,,2021-01-30,3095781
California,,2021-01-31,3285351
California,,2021-02-01,3453284
California,,2021-02-02,3543817
California,,2021-02-03,3671316
California,,2021-02-04,3723803
California,,2021-02-05,3920632
California,,2021-02-06,4137600
California,,2021-02-07,4485166
California,,2021-02-08,4682862
California,,2021-02-09,4784478
California,,2021-02-10,4957297
California,,2021-02-11,5134864
California,,2021-02-12,5341104
California,,2021-02-13,5562553
California,,2021-02-14,5820388
California,,2021-02-16,6210992
California,,2021-02-17,6323011
California,,2021-02-18,6496140
California,,2021-02-19,6964603
California,,2021-02-20,7201713
California,,2021-02-21,7453468
California,,2021-02-22,7604725
California,,2021-02-23,7728120
California,,2021-02-24,7876011
California,,2021-02-25,8064121
California,,2021-02-26,8310945
California,,2021-02-27,8566470
California,,2021-02-28,8821044
California,,2021-03-01,9106077
California,,2021-03-02,9497125
California,,2021-03-03,9731169
California,,2021-03-04,9860209
California,,2021-03-05,10071476
California,,2021-03-06,10415023
California,,2021-03-07,10634752
California,,2021-03-08,10805474
California,,2021-03-09,10925581
California,,2021-03-10,11062505
California,,2021-03-11,11220508
California,,2021-03-12,11428034
California,,2021-03-13,11881857
California,,2021-03-14,11883375
California,,2021-03-15,12306608
California,,2021-03-16,12686451
California,,2021-03-17,13161027
California,,2021-03-18,13563094
California,,2021-03-19,13882984
California,,2021-03-20,14276125
California,,2021-03-21,14708175
California,,2021-03-22,15050673
California,,2021-03-23,15349039
California,,2021-03-24,15691888
California,,2021-03-25,16062266
California,,2021-03-26,16527440
California,,2021-03-27,16944916
California,,2021-03-28,17335016
California,,2021-03-29,17703550
California,,2021-03-30,17922091
California,,2021-03-31,18223412
California,,2021-04-01,18604164
California,,2021-04-02,18985902
California,,2021-04-03,19449615
California,,2021-04-04,19962420
California,,2021-04-05,20309146
California,,2021-04-06,20485651
California,,2021-04-07,20865892
California,,2021-04-08,21243518
California,,2021-04-09,21725654
California,,2021-04-10,22281619
California,,2021-04-11,22754163
California,,2021-04-12,23031055
California,,2021-04-13,23227199
California,,2021-04-14,23721226
California,,2021-04-15,24242205
California,,2021-04-16,25047682
California,,2021-04-17,25569748
California,,2021-04-18,26092008
California,,2021-04-19,26435308
California,,2021-04-20,26689222
California,,2021-04-21,27013516
California,,2021-04-22,27384986
California,,2021-04-23,27727113
California,,2021-04-24,28302062
California,,2021-04-25,28798648
California,,2021-04-26,29151065
California,,2021-04-27,29372925
California,,2021-04-28,29640092
California,,2021-04-29,29957450
California,,2021-04-30,30223491
California,,2021-05-01,30820835
California,,2021-05-02,31185031
California,,2021-05-03,31382140
California,,2021-05-04,31468937
California,,2021-05-05,31670889
California,,2021-05-06,31997303
California,,2021-05-07,32367810
California,,2021-05-08,32759885
California,,2021-05-09,33109680
California,,2021-05-10,33438134
California,,2021-05-11,33632769
California,,2021-05-12,33817290
California,,2021-05-13,34085597
California,,2021-05-14,34319950
California,,2021-05-15,34715312
California,,2021-05-16,35114882
California,,2021-05-17,35341738
California,,2021-05-18,35518035
California,,2021-05-19,35767717
California,,2021-05-20,36053888
California,,2021-05-21,36377958
California,,2021-05-22,36714358
California,,2021-05-23,37048042
California,,2021-05-24,37218236
California,,2021-05-25,37325781
California,,2021-05-26,37480670
California,,2021-05-27,37669020
California,,2021-05-28,37874433
California,,2021-05-29,38066786
California,,2021-05-30,38261502
California,,2021-06-01,38472729
California,,2021-06-02,38517344
California,,2021-06-03,38637246
California,,2021-06-04,38825789
California,,2021-06-05,39130665
California,,2021-06-06,39350625
California,,2021-06-07,39541180
California,,2021-06-08,39633257
California,,2021-06-09,39764396
California,,2021-06-10,39765872
California,,2021-06-11,39959106
California,,2021-06-12,40236460
California,,2021-06-13,40402142
California,,2021-06-14,40539772
California,,2021-06-15,40669793
California,,2021-06-16,40901003
California,,2021-06-17,41042422
California,,2021-06-18,41189877
California,,2021-06-19,41346145
California,,2021-06-20,41478634
California,,2021-06-21,41584951
California,,2021-06-22,41639567
Colorado,,2021-01-12,224428
Colorado,,2021-01-13,239665
Colorado,,2021-01-14,254706
Colorado,,2021-01-15,272233
Colorado,,2021-01-19,330292
Colorado,,2021-01-20,340438
Colorado,,2021-01-21,353194
Colorado,,2021-01-22,377283
Colorado,,2021-01-23,377283
Colorado,,2021-01-24,434496
Colorado,,2021-01-25,447880
Colorado,,2021-01-26,457746
Colorado,,2021-01-27,474527
Colorado,,2021-01-28,495706
Colorado,,2021-01-29,521879
Colorado,,2021-01-30,545356
Colorado,,2021-01-31,569234
Colorado,,2021-02-01,589787
Colorado,,2021-02-02,601347
Colorado,,2021-02-03,617125
Colorado,,2021-02-04,638923
Colorado,,2021-02-05,661703
Colorado,,2021-02-06,694860
Colorado,,2021-02-07,729895
Colorado,,2021-02-08,751960
Colorado,,2021-02-09,757560
Colorado,,2021-02-10,787041
Colorado,,2021-02-11,815108
Colorado,,2021-02-12,844620
Colorado,,2021-02-13,885581
Colorado,,2021-02-14,926807
Colorado,,2021-02-16,1000597
Colorado,,2021-02-17,1024167
Colorado,,2021-02-18,1053041
Colorado,,2021-02-19,1132448
Colorado,,2021-02-20,1167895
Colorado,,2021-02-21,1202161
Colorado,,2021-02-22,1231699
Colorado,,2021-02-23,1233466
Colorado,,2021-02-24,1268302
Colorado,,2021-02-25,1294236
Colorado,,2021-02-26,1323183
Colorado,,2021-02-27,1324715
Colorado,,2021-02-28,1371577
Colorado,,2021-03-01,1412910
Colorado,,2021-03-02,1428854
Colorado,,2021-03-03,1462053
Colorado,,2021-03-04,1494910
Colorado,,2021-03-05,1528864
Colorado,,2021-03-06,1580162
Colorado,,2021-03-07,1626499
Colorado,,2021-03-08,1627458
Colorado,,2021-03-09,1650716
Colorado,,2021-03-10,1694476
Colorado,,2021-03-11,1764066
Colorado,,2021-03-12,1817050
Colorado,,2021-03-13,1878538
Colorado,,2021-03-14,1878639
Colorado,,2021-03-15,1933717
Colorado,,2021-03-16,1948333
Colorado,,2021-03-17,1987533
Colorado,,2021-03-18,2029213
Colorado,,2021-03-19,2080284
Colorado,,2021-03-20,2188145
Colorado,,2021-03-21,2250372
Colorado,,2021-03-22,2276660
Colorado,,2021-03-23,2310425
Colorado,,2021-03-24,2344091
Colorado,,2021-03-25,2388899
Colorado,,2021-03-26,2443350
Colorado,,2021-03-27,2500874
Colorado,,2021-03-28,2569087
Colorado,,2021-03-29,2602792
Colorado,,2021-03-30,2645306
Colorado,,2021-03-31,2691248
Colorado,,2021-04-01,2746030
Colorado,,2021-04-02,2803981
Colorado,,2021-04-03,2878136
Colorado,,2021-04-04,2954206
Colorado,,2021-04-05,2979697
Colorado,,2021-04-06,3017904
Colorado,,2021-04-07,3079255
Colorado,,2021-04-08,3129702
Colorado,,2021-04-09,3184749
Colorado,,2021-04-10,3266193
Colorado,,2021-04-11,3336248
Colorado,,2021-04-12,3407618
Colorado,,2021-04-13,3464019
Colorado,,2021-04-14,3527781
Colorado,,2021-04-15,3583563
Colorado,,2021-04-16,3646570
Colorado,,2021-04-17,3714665
Colorado,,2021-04-18,3790514
Colorado,,2021-04-19,3846376
Colorado,,2021-04-20,3890828
Colorado,,2021-04-21,3942162
Colorado,,2021-04-22,4003990
Colorado,,2021-04-23,4068389
Colorado,,2021-04-24,4072289
Colorado,,2021-04-25,4210710
Colorado,,2021-04-26,4241020
Colorado,,2021-04-27,4278837
Colorado,,2021-04-28,4323941
Colorado,,2021-04-29,4388497
Colorado,,2021-04-30,4442828
Colorado,,2021-05-01,4506339
Colorado,,2021-05-02,4549102
Colorado,,2021-05-03,4571001
Colorado,,2021-05-04,4602145
Colorado,,2021-05-05,4649806
Colorado,,2021-05-06,4711738
Colorado,,2021-05-07,4768105
Colorado,,2021-05-08,4818646
Colorado,,2021-05-09,4880920
Colorado,,2021-05-10,4923667
Colorado,,2021-05-11,4959078
Colorado,,2021-05-12,4984769
Colorado,,2021-05-13,5015042
Colorado,,2021-05-14,5065097
Colorado,,2021-05-15,5109459
Colorado,,2021-05-16,5165684
Colorado,,2021-05-17,5187825
Colorado,,2021-05-18,5209739
Colorado,,2021-05-19,5251141
Colorado,,2021-05-20,5285343
Colorado,,2021-05-21,5287276
Colorado,,2021-05-22,5387598
Colorado,,2021-05-23,5419921
Colorado,,2021-05-24,5437173
Colorado,,2021-05-25,5462533
Colorado,,2021-05-26,5492992
Colorado,,2021-05-27,5519571
Colorado,,2021-05-28,5550725
Colorado,,2021-05-29,5579010
Colorado,,2021-05-30,5601799
Colorado,,2021-06-01,5623057
Colorado,,2021-06-02,5640374
Colorado,,2021-06-03,5662462
Colorado,,2021-06-04,5688458
Colorado,,2021-06-05,5689129
Colorado,,2021-06-06,5719152
Colorado,,2021-06-07,5744758
Colorado,,2021-06-08,5778285
Colorado,,2021-06-09,5778682
Colorado,,2021-06-10,5805820
Colorado,,2021-06-11,5836206
Colorado,,2021-06-12,5858056
Colorado,,2021-06-13,5881050
Colorado,,2021-06-14,5881663
Colorado,,2021-06-15,5903574
Colorado,,2021-06-16,5957784
Colorado,,2021-06-17,5978822
Colorado,,2021-06-18,5992415
Colorado,,2021-06-19,6019979
Colorado,,2021-06-20,6037353
Colorado,,2021-06-21,6046139
Colorado,,2021-06-22,6056591
Connecticut,,2021-01-12,151395
Connecticut,,2021-01-13,161875
Connecticut,,2021-01-14,171897
Connecticut,,2021-01-15,185866
Connecticut,,2021-01-19,229524
Connecticut,,2021-01-20,243140
Connecticut,,2021-01-21,264707
Connecticut,,2021-01-22,287440
Connecticut,,2021-01-23,306796
Connecticut,,2021-01-24,321737
Connecticut,,2021-01-25,331264
Connecticut,,2021-01-26,342643
Connecticut,,2021-01-27,360991
Connecticut,,2021-01-28,381160
Connecticut,,2021-01-29,403370
Connecticut,,2021-01-30,421191
Connecticut,,2021-01-31,436842
Connecticut,,2021-02-01,449253
Connecticut,,2021-02-02,456090
Connecticut,,2021-02-03,465008
Connecticut,,2021-02-04,481826
Connecticut,,2021-02-05,502347
Connecticut,,2021-02-06,519400
Connecticut,,2021-02-07,533941
Connecticut,,2021-02-08,542414
Connecticut,,2021-02-09,554322
Connecticut,,2021-02-10,574750
Connecticut,,2021-02-11,600249
Connecticut,,2021-02-12,626678
Connecticut,,2021-02-13,654766
Connecticut,,2021-02-14,674704
Connecticut,,2021-02-16,711142
Connecticut,,2021-02-17,738191
Connecticut,,2021-02-18,767183
Connecticut,,2021-02-19,822615
Connecticut,,2021-02-20,847820
Connecticut,,2021-02-21,860534
Connecticut,,2021-02-22,882777
Connecticut,,2021-02-23,892882
Connecticut,,2021-02-24,912033
Connecticut,,2021-02-25,925946
Connecticut,,2021-02-26,954153
Connecticut,,2021-02-27,980211
Connecticut,,2021-02-28,1004467
Connecticut,,2021-03-01,1031305
Connecticut,,2021-03-02,1040154
Connecticut,,2021-03-03,1061375
Connecticut,,2021-03-04,1087313
Connecticut,,2021-03-05,1121517
Connecticut,,2021-03-06,1157114
Connecticut,,2021-03-07,1195617
Connecticut,,2021-03-08,1228865
Connecticut,,2021-03-09,1245687
Connecticut,,2021-03-10,1272581
Connecticut,,2021-03-11,1304302
Connecticut,,2021-03-12,1345350
Connecticut,,2021-03-13,1411525
Connecticut,,2021-03-14,1411532
Connecticut,,2021-03-15,1442439
Connecticut,,2021-03-16,1460334
Connecticut,,2021-03-17,1483587
Connecticut,,2021-03-18,1514945
Connecticut,,2021-03-19,1551481
Connecticut,,2021-03-20,1586484
Connecticut,,2021-03-21,1623090
Connecticut,,2021-03-22,1658338
Connecticut,,2021-03-23,1676905
Connecticut,,2021-03-24,1701298
Connecticut,,2021-03-25,1737160
Connecticut,,2021-03-26,1774045
Connecticut,,2021-03-27,1813854
Connecticut,,2021-03-28,1854289
Connecticut,,2021-03-29,1891603
Connecticut,,2021-03-30,1924605
Connecticut,,2021-03-31,1954259
Connecticut,,2021-04-01,1992899
Connecticut,,2021-04-02,2035542
Connecticut,,2021-04-03,2092230
Connecticut,,2021-04-04,2138503
Connecticut,,2021-04-05,2178710
Connecticut,,2021-04-06,2186180
Connecticut,,2021-04-07,2227005
Connecticut,,2021-04-08,2279517
Connecticut,,2021-04-09,2340942
Connecticut,,2021-04-10,2391842
Connecticut,,2021-04-11,2451693
Connecticut,,2021-04-12,2498626
Connecticut,,2021-04-13,2531669
Connecticut,,2021-04-14,2572005
Connecticut,,2021-04-15,2612551
Connecticut,,2021-04-16,2671509
Connecticut,,2021-04-17,2720972
Connecticut,,2021-04-18,2770457
Connecticut,,2021-04-19,2808703
Connecticut,,2021-04-20,2834601
Connecticut,,2021-04-21,2870146
Connecticut,,2021-04-22,2913574
Connecticut,,2021-04-23,2957181
Connecticut,,2021-04-24,3006976
Connecticut,,2021-04-25,3056088
Connecticut,,2021-04-26,3094177
Connecticut,,2021-04-27,3112117
Connecticut,,2021-04-28,3147007
Connecticut,,2021-04-29,3184543
Connecticut,,2021-04-30,3220725
Connecticut,,2021-05-01,3264326
Connecticut,,2021-05-02,3300234
Connecticut,,2021-05-03,3321709
Connecticut,,2021-05-04,3336074
Connecticut,,2021-05-05,3361098
Connecticut,,2021-05-06,3398443
Connecticut,,2021-05-07,3437201
Connecticut,,2021-05-08,3475019
Connecticut,,2021-05-09,3512139
Connecticut,,2021-05-10,3544069
Connecticut,,2021-05-11,3566107
Connecticut,,2021-05-12,3587180
Connecticut,,2021-05-13,3612792
Connecticut,,2021-05-14,3637551
Connecticut,,2021-05-15,3669074
Connecticut,,2021-05-16,3705086
Connecticut,,2021-05-17,3736215
Connecticut,,2021-05-18,3753824
Connecticut,,2021-05-19,3773346
Connecticut,,2021-05-20,3805000
Connecticut,,2021-05-21,3836435
Connecticut,,2021-05-22,3872950
Connecticut,,2021-05-23,3874701
Connecticut,,2021-05-24,3919374
Connecticut,,2021-05-25,3931088
Connecticut,,2021-05-26,3945496
Connecticut,,2021-05-27,3968265
Connecticut,,2021-05-28,3992826
Connecticut,,2021-05-29,4009308
Connecticut,,2021-05-30,4024797
Connecticut,,2021-06-01,4044620
Connecticut,,2021-06-02,4048712
Connecticut,,2021-06-03,4059343
Connecticut,,2021-06-04,4071439
Connecticut,,2021-06-05,4071664
Connecticut,,2021-06-06,4108136
Connecticut,,2021-06-07,4129334
Connecticut,,2021-06-08,4140584
Connecticut,,2021-06-09,4153505
Connecticut,,2021-06-10,4171732
Connecticut,,2021-06-11,4171739
Connecticut,,2021-06-12,4195004
Connecticut,,2021-06-13,4211345
Connecticut,,2021-06-14,4225094
Connecticut,,2021-06-15,4243320
Connecticut,,2021-06-16,4261077
Connecticut,,2021-06-17,4276700
Connecticut,,2021-06-18,4288566
Connecticut,,2021-06-19,4301684
Connecticut,,2021-06-20,4310078
Connecticut,,2021-06-21,4320717
Connecticut,,2021-06-22,4325425
Delaware,,2021-01-12,26410
Delaware,,2021-01-13,28413
Delaware,,2021-01-14,31090
Delaware,,2021-01-15,31090
Delaware,,2021-01-19,42557
Delaware,,2021-01-20,45640
Delaware,,2021-01-21,49369
Delaware,,2021-01-22,54257
Delaware,,2021-01-23,60023
Delaware,,2021-01-24,64186
Delaware,,2021-01-25,66914
Delaware,,2021-01-26,68507
Delaware,,2021-01-27,77449
Delaware,,2021-01-28,82289
Delaware,,2021-01-29,87300
Delaware,,2021-01-30,92509
Delaware,,2021-01-31,99954
Delaware,,2021-02-01,102697
Delaware,,2021-02-02,103770
Delaware,,2021-02-03,107544
Delaware,,2021-02-04,110784
Delaware,,2021-02-05,114226
Delaware,,2021-02-06,118475
Delaware,,2021-02-07,123428
Delaware,,2021-02-08,126650
Delaware,,2021-02-09,127523
Delaware,,2021-02-10,130116
Delaware,,2021-02-11,133370
Delaware,,2021-02-12,136591
Delaware,,2021-02-13,142103
Delaware,,2021-02-14,146437
Delaware,,2021-02-16,152387
Delaware,,2021-02-17,155111
Delaware,,2021-02-18,159845
Delaware,,2021-02-19,175305
Delaware,,2021-02-20,180600
Delaware,,2021-02-21,180940
Delaware,,2021-02-22,183901
Delaware,,2021-02-23,186619
Delaware,,2021-02-24,189836
Delaware,,2021-02-25,195534
Delaware,,2021-02-26,203745
Delaware,,2021-02-27,212739
Delaware,,2021-02-28,219312
Delaware,,2021-03-01,225374
Delaware,,2021-03-02,225417
Delaware,,2021-03-03,237669
Delaware,,2021-03-04,246194
Delaware,,2021-03-05,255036
Delaware,,2021-03-06,264601
Delaware,,2021-03-07,275467
Delaware,,2021-03-08,280674
Delaware,,2021-03-09,285101
Delaware,,2021-03-10,285262
Delaware,,2021-03-11,299695
Delaware,,2021-03-12,307982
Delaware,,2021-03-13,317790
Delaware,,2021-03-14,317790
Delaware,,2021-03-15,333896
Delaware,,2021-03-16,338429
Delaware,,2021-03-17,346179
Delaware,,2021-03-18,354571
Delaware,,2021-03-19,362023
Delaware,,2021-03-20,372165
Delaware,,2021-03-21,382342
Delaware,,2021-03-22,389157
Delaware,,2021-03-23,389157
